stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening D:\清大\大一下\程設二\mini project 2\mini project 2\TowerDefense\bin\Debug\allegro5.cfg r
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.76367] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.76367] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.76466] removed dtor for bitmap 000000001194F1F0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.76470] converting display bitmap 0000000002CE02C0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.76472] added dtor for bitmap 000000001194F830, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.76473] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.76474] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.76612] removed dtor for bitmap 000000001194F830
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [ 276.76621] converting display bitmap 0000000002CE4100 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [ 276.76623] added dtor for bitmap 0000000011950000, func 0000000061AC1BC7
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [ 276.76625] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [ 276.76625] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.77045] removed dtor for bitmap 0000000011950000
d3d      D         d3d_disp.cpp:885  d3d_destroy_display_internals    [ 276.77064] waiting for display 0000000002C948F0's thread to end
d3d      W         d3d_disp.cpp:595  d3d_destroy_device               [ 276.77764] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:595  d3d_destroy_device               [ 276.77769] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1548 d3d_display_thread_proc          [ 276.79618] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.79877] removed dtor for bitmap 000000001194F380
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.80069] removed dtor for bitmap 000000001194ED40
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.80204] removed dtor for bitmap 000000001194E700
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.80284] removed dtor for bitmap 000000001194E570
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.80368] removed dtor for bitmap 00000000117C8560
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.80750] removed dtor for bitmap 00000000117C8240
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.82192] removed dtor for bitmap 000000001194E890
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.82426] removed dtor for bitmap 00000000117C7C00
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.82740] removed dtor for bitmap 00000000117C8BA0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.82877] removed dtor for bitmap 00000000117C7A70
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.83046] removed dtor for bitmap 00000000117C7D90
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.83398] removed dtor for bitmap 00000000117C72A0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.83700] removed dtor for bitmap 00000000117C86F0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.83950] removed dtor for bitmap 00000000117C7110
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.84082] removed dtor for bitmap 00000000117C8880
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.84177] removed dtor for bitmap 00000000117C75C0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.84264] removed dtor for bitmap 000000000A0DA870
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.84519] removed dtor for bitmap 00000000117C83D0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.84703] removed dtor for bitmap 000000000A0DA3C0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.85015] removed dtor for bitmap 00000000117C8A10
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.85175] removed dtor for bitmap 000000000A0DAA00
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.85371] removed dtor for bitmap 00000000117C78E0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.85623] removed dtor for bitmap 0000000009F81BF0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.85843] removed dtor for bitmap 0000000009F82BB0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.87252] removed dtor for bitmap 0000000002CE4100
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.87477] removed dtor for bitmap 000000000A0DA6E0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.87823] removed dtor for bitmap 0000000009F4C880
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.88673] removed dtor for bitmap 0000000009F82230
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.89218] removed dtor for bitmap 0000000009F826E0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.89596] removed dtor for bitmap 0000000009F41A10
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.89735] removed dtor for bitmap 0000000009F425B0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.90145] removed dtor for bitmap 0000000009F41FB0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.90251] removed dtor for bitmap 0000000009F46AE0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.90321] removed dtor for bitmap 00000000117C7F20
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.90524] removed dtor for bitmap 00000000117C7430
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.90687] removed dtor for bitmap 000000000A0DB360
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.91014] removed dtor for bitmap 0000000002CE02C0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.91181] removed dtor for bitmap 0000000009F89560
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.91978] removed dtor for bitmap 000000000A0DA550
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.92418] removed dtor for bitmap 0000000009F999F0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.92666] removed dtor for bitmap 00000000117C80B0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.93024] removed dtor for bitmap 0000000009F811E0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.93213] removed dtor for bitmap 00000000117C6DF0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.93455] removed dtor for bitmap 00000000117C7750
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.93560] removed dtor for bitmap 0000000002CE3D50
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.93635] removed dtor for bitmap 000000000A0DBB30
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.93707] removed dtor for bitmap 000000000A0DAB90
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.93766] removed dtor for bitmap 000000000A0DB4F0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.93938] removed dtor for bitmap 0000000009F42180
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.94112] removed dtor for bitmap 000000000A0DB9A0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.94403] removed dtor for bitmap 0000000009F99860
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.94705] removed dtor for bitmap 0000000009F82870
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.96055] removed dtor for bitmap 0000000009F81F10
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.96765] removed dtor for bitmap 0000000002CE5E90
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.98310] removed dtor for bitmap 0000000009F820A0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 276.98835] removed dtor for bitmap 0000000009F82550
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.00321] removed dtor for bitmap 00000000117C6F80
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.00685] removed dtor for bitmap 0000000009F823C0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.05174] removed dtor for bitmap 000000000A0DAEB0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.05854] removed dtor for bitmap 000000000A0DB040
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.06680] removed dtor for bitmap 000000000A0DBE50
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.07190] removed dtor for bitmap 000000000A0DAD20
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.08495] removed dtor for bitmap 000000000A0DB810
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.08636] removed dtor for bitmap 000000000A0DB680
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.09028] removed dtor for bitmap 000000000A0DB1D0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.09225] removed dtor for bitmap 000000000A0DA230
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.10042] removed dtor for ttf_font 0000000002CA2640
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.10388] removed dtor for ttf_font 0000000002CA29D0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.11349] removed dtor for ttf_font 0000000009F8A8B0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.11859] removed dtor for ttf_font 0000000002CA2190
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.13223] removed dtor for ttf_font 0000000002CA22B0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.13662] removed dtor for sample_instance 0000000002C87EA0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.13760] removed dtor for sample_instance 0000000002C892E0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.14057] removed dtor for sample 00000000117FC0E0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.14481] removed dtor for sample 0000000009F8BEA0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.14889] removed dtor for sample 0000000009F8BFC0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.15181] removed dtor for sample 00000000119951D0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.15577] removed dtor for sample 00000000117B98A0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.15764] removed dtor for sample 0000000002CA2520
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17017] removed dtor for sample 0000000009F8BAB0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17652] removed dtor for sample 0000000009F8B360
dtor     D               dtor.c:116  _al_run_destructors              [ 277.17667] calling dtor for bitmap 000000000A0DBCC0, func 0000000061AC1BC7
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17670] removed dtor for bitmap 000000000A0DBCC0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17690] removed dtor for sample_instance 0000000000C8E810
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17694] removed dtor for sample_instance 0000000000C8DD20
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17695] removed dtor for sample_instance 0000000000C8DE40
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17697] removed dtor for sample_instance 0000000000C8EC10
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17699] removed dtor for sample_instance 0000000000C8ED30
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17701] removed dtor for sample_instance 0000000000C8EE50
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17703] removed dtor for sample_instance 0000000002C1FFF0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17720] removed dtor for sample_instance 0000000002C20110
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17724] removed dtor for sample_instance 0000000002C20340
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17728] removed dtor for sample_instance 0000000002C20460
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17731] removed dtor for sample_instance 0000000002C20580
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17735] removed dtor for sample_instance 0000000002C20AB0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17740] removed dtor for sample_instance 0000000002C20BD0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17743] removed dtor for sample_instance 0000000002C20CF0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17747] removed dtor for sample_instance 0000000002C20E10
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17748] removed dtor for sample_instance 0000000002C21400
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17750] removed dtor for sample_instance 0000000002C21640
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17752] removed dtor for sample_instance 0000000002C219A0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17756] removed dtor for sample_instance 0000000002C21BE0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17758] removed dtor for sample_instance 0000000002C21D00
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17759] removed dtor for sample_instance 0000000002C211C0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17761] removed dtor for sample_instance 0000000002C210A0
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17762] removed dtor for sample_instance 0000000002C21760
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17765] removed dtor for sample_instance 0000000002C21880
dtor     D               dtor.c:227  _al_unregister_destructor        [ 277.17766] removed dtor for sample_instance 0000000002C21520
